ID,Tipo,SKU,"GTIN, UPC, EAN, o ISBN",Nome,Pubblicato,In primo piano?,Visibilità nel catalogo,Breve descrizione,Descrizione,Data di partenza del prezzo in saldo,Data in cui termina l'offerta,Stato delle imposte,Aliquota di imposta,In stock?,Magazzino,Quantità in magazzino bassa,Abilita gli ordini arretrati?,Venduto singolarmente?,Peso (kg),Lunghezza (cm),Larghezza (cm),Altezza (cm),Permetti le recensioni clienti?,Nota di acquisto,Prezzo in offerta,Prezzo di listino,Categorie,Tag,Classe di spedizione,Immagine,Limite di download,Scarica i giorni di scadenza,Genitore,Prodotti raggruppati,Up-sell,Cross-sell,URL esterno,Testo del pulsante,Posizione,Marchi
,external,649368936-B,,Lavello in granito beige 70 cm - trattato,1,0,visible,"Lavello in granito beige con esterno a spacco su tre lati e lato posteriore a taglio. Finitura interna levigata fine opaca, angoli arrotondati e trattamento idrorepellente. <br> Senza foro per il rubinetto. <br>Foro di scarico per piletta standard da 1-1/4''. Pendenza per il foro di scarico. <br><br>Disponibili inoltre:
<ul>
         <li>paraschizzi in granito</li>
         <li>sostegni in granito o ferro battuto</li>
         <li>rubinetteria in ottone</li>
</ul>","Lavello scavato da un unico blocco di granito naturale. Materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni sia interne che esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,85,70,45,22,0,,,515,"Arredamento da Esterno > Lavelli rustici, Arredamento da Esterno","esterno, lavello, granito, giardino, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2026/06/70-trattato-grigio.png, https://mondopietra.it/wp-content/uploads/2022/08/piletta_e_sifone.jpg, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg, https://mondopietra.it/wp-content/uploads/2026/06/sostegni-granito-coppia.png, https://mondopietra.it/wp-content/uploads/2026/06/monosostegni.png, https://mondopietra.it/wp-content/uploads/2026/06/sostegni-ferro-battuto.png",,,,,,,https://www.subito.it/giardino-fai-da-te/lavello-lavandino-in-pietra-granito-70-cm-2-lodi-649368936.htm?utm_medium=referral&utm_source=subito&utm_campaign=free-engagement-ad_detail,,0,
,external,605866355-70,,Lavello in diorite 70 cm - trattato,1,0,visible,"Lavello in diorite grigio scuro con esterno a spacco su tre lati e lato posteriore a taglio. Finitura interna levigata fine opaca, angoli arrotondati e trattamento idrorepellente. <br> Con o senza foro per il rubinetto. <br>Versione con foro per il rubinetto: peso 95 kg, euro 540.<br>Foro di scarico per piletta standard da 1-1/4''. Pendenza per il foro di scarico. <br><br>Disponibili inoltre:
<ul>
         <li>paraschizzi in granito</li>
         <li>sostegni in granito o ferro battuto</li>
         <li>rubinetteria in ottone</li>
</ul>","Lavello scavato da un unico blocco di diorite naturale. Materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni sia interne che esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,82,70,45,22,0,,,525,"Arredamento da Esterno > Lavelli rustici, Arredamento da Esterno","esterno, lavello, granito, giardino, lavandino, vasca, vaschetta, diorite",,"https://mondopietra.it/wp-content/uploads/2026/06/70-trattato-diorite.png, https://mondopietra.it/wp-content/uploads/2026/06/lavello-70-trattato-diorite-1.png,https://mondopietra.it/wp-content/uploads/2022/08/piletta_e_sifone.jpg, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg, https://mondopietra.it/wp-content/uploads/2026/06/sostegni-ferro-battuto.png",,,,,,,https://www.subito.it/arredamento-casalinghi/lavello-lavandino-per-cucina-in-pietra-70-80-90cm-lodi-605866355.htm,,0,
,external,452510306,,Lavello in granito 80 cm,1,0,visible,"Lavello in granito grigio o beige con esterno a spacco su tre lati e lato posteriore a taglio. Vasca con finitura levigata opaca. <br> Con foro per il rubinetto diametro 3.5 cm. <br>Foro di scarico per piletta standard da 1-1/4''. Pendenza per il foro di scarico. <br><br>Disponibili inoltre:
<ul>
         <li>paraschizzi in granito</li>
         <li>sostegni in granito o ferro battuto</li>
         <li>rubinetteria in ottone</li>
</ul>","Lavello scavato da un unico blocco di granito naturale. Materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni sia interne che esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,125,80,45,22,0,,,480,"Arredamento da Esterno > Lavelli rustici, Arredamento da Esterno","esterno, lavello, granito, giardino, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2023/07/lavello-80-con-foro-1.png, https://mondopietra.it/wp-content/uploads/2022/08/piletta_e_sifone.jpg, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg",,,,,,,https://www.subito.it/giardino-fai-da-te/lavello-lavandino-con-scolapiatti-in-pietra-80-90-lodi-641828484.htm,,0,
,external,641828484-80,,Lavello in granito 80 cm con sgocciolatoio,1,0,visible,"Lavello in granito grigio, rosa o beige con esterno a spacco su tre lati e lato posteriore a taglio. Vasca con finitura levigata opaca. <br> Con sgocciolatoio e foro per il rubinetto diametro 3.5 cm. <br>Foro di scarico per piletta standard da 1-1/4''. Pendenza per il foro di scarico. <br><br>Disponibili inoltre:
<ul>
         <li>paraschizzi in granito</li>
         <li>sostegni in granito o ferro battuto</li>
         <li>rubinetteria in ottone</li>
</ul>","Lavello scavato da un unico blocco di granito naturale. Materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni sia interne che esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,110,80,45,22,0,,,540,"Arredamento da Esterno > Lavelli rustici, Arredamento da Esterno","esterno, lavello, granito, giardino, lavandino, vasca, vaschetta, scolapiatti, sgocciolatoio",,"https://mondopietra.it/wp-content/uploads/2026/06/80x45_trattato_grigio.png, https://mondopietra.it/wp-content/uploads/2026/06/80x45_trattato-_rosa.png,https://mondopietra.it/wp-content/uploads/2026/06/80x45_beige_trattato.png,https://mondopietra.it/wp-content/uploads/2022/08/piletta_e_sifone.jpg, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg, https://mondopietra.it/wp-content/uploads/2026/06/sostegni-granito-coppia.png",,,,,,,https://www.subito.it/giardino-fai-da-te/lavello-lavandino-con-scolapiatti-in-pietra-80-90-lodi-641828484.htm,,0,
,external,642948410,,Lavello in granito beige 90 cm con sgocciolatoio - trattato,1,0,visible,"Lavello in granito grigio scuro con esterno a spacco su tre lati e lato posteriore a taglio. Finitura interna levigata fine opaca, angoli arrotondati e trattamento idrorepellente. <br> Con sgocciolatoio e foro per il rubinetto diametro 3.5 cm. <br>Foro di scarico per piletta standard da 1-1/4''. Pendenza per il foro di scarico. <br><br>Disponibili inoltre:
<ul>
         <li>paraschizzi in granito</li>
         <li>sostegni in granito o ferro battuto</li>
         <li>rubinetteria in ottone</li>
</ul>","Lavello scavato da un unico blocco di granito naturale. Materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni sia interne che esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,150,90,50,22,0,,,796,"Arredamento da Esterno > Lavelli rustici, Arredamento da Esterno","esterno, lavello, granito, giardino, lavandino, vasca, vaschetta, scolapiatti, sgocciolatoio",,"https://mondopietra.it/wp-content/uploads/2026/06/lavello-granito-beige-90-con-sgocciolatoio-trattato.png, https://mondopietra.it/wp-content/uploads/2026/06/lavello-granito-beige-90-con-sgocciolatoio-trattato-1.png, https://mondopietra.it/wp-content/uploads/2026/06/lavello-granito-beige-90-con-sgocciolatoio-trattato-2.png,https://mondopietra.it/wp-content/uploads/2022/08/piletta_e_sifone.jpg, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg, https://mondopietra.it/wp-content/uploads/2026/06/sostegni-granito-coppia.png,https://mondopietra.it/wp-content/uploads/2026/06/sostegni-ferro-battuto.png",,,,,,,https://www.subito.it/arredamento-casalinghi/lavello-lavandino-per-cucina-in-pietra-granito-90-lodi-642948410.htm?utm_medium=referral&utm_source=subito&utm_campaign=free-engagement-ad_detail,,0,
,external,641828484-90,,Lavello in granito 90 cm con sgocciolatoio,1,0,visible,"Lavello in granito grigio, rosa o beige con esterno a spacco su tre lati e lato posteriore a taglio. Vasca con finitura levigata opaca. <br> Con sgocciolatoio e foro per il rubinetto diametro 3.5 cm. <br>Foro di scarico per piletta standard da 1-1/4''. Pendenza per il foro di scarico. <br><br>Disponibili inoltre:
<ul>
         <li>paraschizzi in granito</li>
         <li>sostegni in granito o ferro battuto</li>
         <li>rubinetteria in ottone</li>
</ul>","Lavello scavato da un unico blocco di granito naturale. Materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni sia interne che esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,140,90,50,22,0,,,654,"Arredamento da Esterno > Lavelli rustici, Arredamento da Esterno","esterno, lavello, granito, giardino, lavandino, vasca, vaschetta, scolapiatti, sgocciolatoio",,"https://mondopietra.it/wp-content/uploads/2026/06/90x50_grigio_trattato.png, https://mondopietra.it/wp-content/uploads/2022/08/piletta_e_sifone.jpg, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg, https://mondopietra.it/wp-content/uploads/2026/06/sostegni-granito-coppia.png",,,,,,,https://www.subito.it/giardino-fai-da-te/lavello-lavandino-con-scolapiatti-in-pietra-80-90-lodi-641828484.htm,,0,
,external,612271277-B,,Lavello in granito beige 100 cm con sgocciolatoio - trattato,1,0,visible,"Lavello in granito grigio beige con esterno a spacco su tre lati e lato posteriore a taglio. Finitura interna levigata fine opaca, angoli arrotondati e trattamento idrorepellente. <br> Con sgocciolatoio. Senza foro per il rubinetto <br>Foro di scarico per piletta standard da 1-1/4''. Pendenza per il foro di scarico. <br><br>Disponibili inoltre:
<ul>
         <li>paraschizzi in granito</li>
         <li>sostegni in granito o ferro battuto</li>
         <li>rubinetteria in ottone</li>
</ul>","Lavello scavato da un unico blocco di granito naturale. Materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni sia interne che esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,140,100,45,22,0,,,796,"Arredamento da Esterno > Lavelli rustici, Arredamento da Esterno","esterno, lavello, granito, giardino, lavandino, vasca, vaschetta, scolapiatti, sgocciolatoio",,"https://mondopietra.it/wp-content/uploads/2026/06/lavello-100-beige-trattato.png, https://mondopietra.it/wp-content/uploads/2026/06/lavello-100-beige-trattato-2.png, https://mondopietra.it/wp-content/uploads/2026/06/lavello-100-beige-trattato-1.png, https://mondopietra.it/wp-content/uploads/2022/08/piletta_e_sifone.jpg, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg",,,,,,,https://www.subito.it/arredamento-casalinghi/lavello-lavandino-per-cucina-pietra-granito-100-3-lodi-612271277.htm,,0,
,external,612271277-D,,Lavello in diorite 100 cm con sgocciolatoio - trattato,1,0,visible,"Lavello in pietra dorite grigio scura con esterno a spacco su tre lati e lato posteriore a taglio. Finitura interna levigata fine opaca, angoli arrotondati e trattamento idrorepellente. <br> Con sgocciolatoio. Con o senza foro per il rubinetto. La versione con il foro per il rubinetto: euro 806. <br>Foro di scarico per piletta standard da 1-1/4''. Pendenza per il foro di scarico. <br><br>Disponibili inoltre:
<ul>
         <li>paraschizzi in granito</li>
         <li>sostegni in granito o ferro battuto</li>
         <li>rubinetteria in ottone</li>
</ul>","Lavello scavato da un unico blocco di granito naturale. Materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni sia interne che esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,140,100,45,22,0,,,796,"Arredamento da Esterno > Lavelli rustici, Arredamento da Esterno","esterno, lavello, granito, giardino, lavandino, vasca, vaschetta, scolapiatti, sgocciolatoio",,"https://mondopietra.it/wp-content/uploads/2026/06/lavello-100-diorite-trattato.png, https://mondopietra.it/wp-content/uploads/2026/06/lavello-100-diorite-trattato-1.png,https://mondopietra.it/wp-content/uploads/2026/06/lavello-100-diorite-trattato-2.png,https://mondopietra.it/wp-content/uploads/2022/08/piletta_e_sifone.jpg, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg",,,,,,,https://www.subito.it/arredamento-casalinghi/lavello-lavandino-per-cucina-pietra-granito-100-3-lodi-612271277.htm,,0,
,external,610615818,,Lavello in granito beige 120 cm con sgocciolatoio - trattato,1,0,visible,"Lavello in granito grigio beige con esterno a spacco su tre lati e lato posteriore a taglio. Finitura interna levigata fine opaca, angoli arrotondati e trattamento idrorepellente. <br> Con sgocciolatoio. Con o senza foro per il rubinetto diametro 3.5 cm (+30€).<br>Foro di scarico per piletta standard da 3''. Pendenza per il foro di scarico. <br><br>Disponibili inoltre:
<ul>
         <li>paraschizzi in granito</li>
         <li>sostegni in granito o ferro battuto</li>
         <li>rubinetteria in ottone</li>
</ul>","Lavello scavato da un unico blocco di granito naturale. Materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni sia interne che esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,220,120,60,22,0,,,1163,"Arredamento da Esterno > Lavelli rustici, Arredamento da Esterno","esterno, lavello, granito, giardino, lavandino, vasca, vaschetta, scolapiatti, sgocciolatoio",,https://mondopietra.it/wp-content/uploads/2026/06/07b5b135-eada-4395-b2e3-46fc11c3cffb.png,,,,,,,https://www.subito.it/arredamento-casalinghi/lavello-lavandino-cucina-in-pietra-granito-120cm-lodi-610615818.htm,,0,
,external,501830581,,Fontana a muro a goccia in granito,1,0,visible,"Fontana in granito grigio, composta da 3 parti: base, vasca e paraschizzi con foro per il rubinetto. La vasca ha dimensioni 43x29xh18 cm e possiede due fori di diametro 1 cm. L'altezza del bordo vasca è 67 cm. Il foro del rubinetto si trova a un'altezza di 95 cm. La fontana è alta in totale 110 cm. <br> Disponibile rubinetteria in ottone.","Fontana ricavata da blocchi di granito naturale, materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,70,43,29,110,0,,,250,"Arredamento da Esterno > Fontane, Arredamento da Esterno","esterno, fontana, granito, pietra, giardino, piazza, goccia",,https://mondopietra.it/wp-content/uploads/2023/07/IMG_8806.jpeg,,,,,,,https://www.subito.it/giardino-fai-da-te/fontana-a-muro-parete-in-pietra-granito-lodi-501830581.htm,,0,
,external,494598113,,Fontana grande circolare in granito rosa con rubinetto,1,0,visible,"Fontana in granito rosa di forma circolare, scavata da un massello di pietra autentica. Inclusa di rubinetto in ottobe brunito con filetto 3/4'M per attacco della canna dell'acqua. Robusta e massiccia. <br> Dimensioni fontana in granito: 68x68xh35 cm. Diametro del foro per il rubinetto: 5 cm. Altezza con rubinetto: 110 cm.<br> Solo fontana: €480","Fontana ricavata da un unico blocco di granito naturale, materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,,68,68,110,0,,,630,"Arredamento da Esterno > Fontane, Arredamento da Esterno","esterno, fontana, granito, pietra, giardino, piazza",,"https://mondopietra.it/wp-content/uploads/2023/05/Fontana-in-granito-1.jpeg, https://mondopietra.it/wp-content/uploads/2023/05/Fontana-in-granito-4.jpeg, https://mondopietra.it/wp-content/uploads/2023/05/Fontana-in-granito-6.jpeg",,,,,,,https://www.subito.it/giardino-fai-da-te/fontana-in-pietra-granito-lodi-494598113.htm,,0,
,external,638402202,,Fontana grande in granito rosa,1,0,visible,"Fontana in granito rosa, scavata da un massello di pietra autentica. Robusta e massiccia. <br> Disponibile rubinetteria in ottone.","Fontana ricavata da un unico blocco di granito naturale, materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,,60,60,120,0,,,1290,"Arredamento da Esterno > Fontane, Arredamento da Esterno","esterno, fontana, granito, pietra, giardino, piazza",,https://mondopietra.it/wp-content/uploads/2022/03/fontana5x60main.jpg,,,,,,,https://www.subito.it/giardino-fai-da-te/fontana-in-vera-pietra-granito-lodi-638402202.htm,,0,
,external,451493366,,Fontana a mulino in granito grigio,1,0,visible,"Fontana a mulino in granito grigio. Azionata dall'acqua. Composta da 7 elementi, inclusa pompa ad energia solare. <br>Alta in totale 100 cm. Ruota del mulino diametro 30 cm.","Fontana ricavata da blocchi di granito naturale, materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,210,77,50,100,0,,,690,"Arredamento da Esterno > Fontane, Arredamento da Esterno","esterno, fontana, granito, pietra, giardino, piazza",,"https://mondopietra.it/wp-content/uploads/2023/05/fontana-mulino-110578.jpeg, https://mondopietra.it/wp-content/uploads/2023/05/fontana-mulino-1010579.jpeg, https://mondopietra.it/wp-content/uploads/2023/05/base_sostegniruota_sostegnicanalina.jpg",,,,,,,https://www.subito.it/giardino-fai-da-te/fontana-mulino-ad-acqua-in-pietra-granito-lodi-451493366.htm,,0,
,external,521558730,,Fontana in granito con orso scolpito,1,0,visible,"Fontana imponente in granito grigio, scavata da un massello di pietra autentica. Robusta e massiccia. <br> Disponibile rubinetteria in ottone.","Fontana ricavata da un unico blocco di granito naturale, materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,1500,172,78,104,0,,,2500,"Arredamento da Esterno > Fontane, Arredamento da Esterno","esterno, fontana, granito, pietra, giardino, piazza",,https://mondopietra.it/wp-content/uploads/2023/11/photo_2023-11-25_21-05-53.jpg,,,,,,,https://www.subito.it/giardino-fai-da-te/grande-fontana-di-granito-con-orso-scolpito-lodi-521558730.htm,,0,
,external,607992957,,Fontana mortaio in pietra,1,0,visible,"Particolarissima fontana scavata da un massello di pietra autentica. Ha un foro per inserire un rubinetto, una vasca con foro di scarico e una piccola vaschetta da usare eventualmente come fioriera. Robusta e massiccia. <br> Disponibile rubinetteria in ottone.","Fontana ricavata da un unico blocco di pietra naturale, materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Perfetto per giardini, porticati, lavanderie, taverne, cucine rustiche e ambienti dal fascino naturale.  Ideale per installazioni esterne. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,230,74,46,40,0,,,880,"Arredamento da Esterno > Fontane, Arredamento da Esterno","esterno, fontana, granito, pietra, giardino, piazza",,"https://mondopietra.it/wp-content/uploads/2026/06/e7f1cca3-de0e-48bc-9d6a-f3e4204bfdf2.png, https://mondopietra.it/wp-content/uploads/2026/06/d8fc49b9-18d0-43e3-a86d-2ac609386b4c-1.png, https://mondopietra.it/wp-content/uploads/2026/06/80387b78-bb63-4762-8f16-baf15c44c121-1.png",,,,,,,https://www.subito.it/giardino-fai-da-te/fontana-mortaio-antico-in-pietra-lodi-607992957.htm,,0,
,external,501705228,,Fontana componibile in marmo h60 cm,1,0,visible,"Graziosa fontana componibile in marmo di vari colori. Composta da 7 elementi con foro centrale passante di diametro 3 cm. Pietra autentica, no cemento, graniglia o polvere di marmo. Resiste a gelo e intemperie.",Può funzionare con una pompa per il riciclo dell'acqua (eventualmente a energia solare). Impianti idrico ed elettrico esclusi.,,,taxable,,1,,1,0,0,45,30,20,60,0,,,345,"Arredamento da Esterno > Fontane, Arredamento da Esterno","esterno, fontana, marmo, pietra, giardino, piazza",,https://mondopietra.it/wp-content/uploads/2023/07/IMG_0807.jpeg,,,,,,,https://www.subito.it/giardino-fai-da-te/fontana-per-giardino-lodi-501705228.htm,,0,
,external,502170561,,Fioriera in porfido 64 cm,1,0,visible,"Fioriera in porfido rosso, scavata da un unico blocco di pietra. Può essere utilizzata non solo come fioriera ornamentale, ma anche come dissuasore per delimitare aree pedonali, ingressi, parcheggi e spazi pubblici.","La pietra naturale garantisce una lunga durata nel tempo e un'elevata resistenza agli agenti atmosferici. A differenza dei prodotti in cemento, graniglia o polvere di marmo ricostruita, questa fioriera è realizzata in vera pietra naturale e mantiene inalterate le proprie caratteristiche anche dopo anni di esposizione all'esterno.",,,taxable,,1,,1,0,0,65,64,30,20,0,,,180,"Arredamento da Esterno > Vasche e fioriere, Arredamento da Esterno","fioriera, porfido, giardino, fiori, giardinaggio, vasca, vaschetta",,https://mondopietra.it/wp-content/uploads/2023/07/fioriera_porfido_rosso.png,,,,,,,https://www.subito.it/giardino-fai-da-te/fioriera-vaso-in-pietra-porfido-rosso-lodi-502170561.htm,,0,
,external,648983119-A,,Fioriera in granito elegante 50 cm,1,0,visible,"Elegante e resistente fioriera realizzata interamente in granito naturale massello, scavata da un unico blocco di pietra. Grazie al suo elevato peso e alla straordinaria robustezza, può essere utilizzata non solo come fioriera ornamentale, ma anche come dissuasore per delimitare aree pedonali, ingressi, parcheggi e spazi pubblici.","Il granito naturale garantisce una lunga durata nel tempo e un'elevata resistenza agli agenti atmosferici. A differenza dei prodotti in cemento, graniglia o polvere di marmo ricostruita, questa fioriera è realizzata in vera pietra naturale e mantiene inalterate le proprie caratteristiche anche dopo anni di esposizione all'esterno.",,,taxable,,1,,1,0,0,43,50,25,25,0,,,174,"Arredamento da Esterno > Vasche e fioriere, Arredamento da Esterno","fioriera, granito, giardino, fiori, giardinaggio, vasca, vaschetta",,https://mondopietra.it/wp-content/uploads/2026/06/a88ab44e-1ef1-4aa7-8a06-9a8cb1133670.png,,,,,,,https://www.subito.it/giardino-fai-da-te/fioriere-in-granito-naturale-massello-lodi-648983119.htm,,0,
,external,648983119-B,,Fioriera in granito elegante 80 cm,1,0,visible,"Elegante e resistente fioriera realizzata interamente in granito naturale massello, scavata da un unico blocco di pietra. Grazie al suo elevato peso e alla straordinaria robustezza, può essere utilizzata non solo come fioriera ornamentale, ma anche come dissuasore per delimitare aree pedonali, ingressi, parcheggi e spazi pubblici.","Il granito naturale garantisce una lunga durata nel tempo e un'elevata resistenza agli agenti atmosferici. A differenza dei prodotti in cemento, graniglia o polvere di marmo ricostruita, questa fioriera è realizzata in vera pietra naturale e mantiene inalterate le proprie caratteristiche anche dopo anni di esposizione all'esterno.",,,taxable,,1,,1,0,0,70,80,30,25,0,,,290,"Arredamento da Esterno > Vasche e fioriere, Arredamento da Esterno","fioriera, granito, giardino, fiori, giardinaggio, vasca, vaschetta",,https://mondopietra.it/wp-content/uploads/2026/06/a88ab44e-1ef1-4aa7-8a06-9a8cb1133670.png,,,,,,,https://www.subito.it/giardino-fai-da-te/fioriere-in-granito-naturale-massello-lodi-648983119.htm,,0,
,external,648983119-C,,Fioriera in granito elegante 120 cm,1,0,visible,"Elegante e resistente fioriera realizzata interamente in granito naturale massello, scavata da un unico blocco di pietra. Grazie al suo elevato peso e alla straordinaria robustezza, può essere utilizzata non solo come fioriera ornamentale, ma anche come dissuasore per delimitare aree pedonali, ingressi, parcheggi e spazi pubblici.","Il granito naturale garantisce una lunga durata nel tempo e un'elevata resistenza agli agenti atmosferici. A differenza dei prodotti in cemento, graniglia o polvere di marmo ricostruita, questa fioriera è realizzata in vera pietra naturale e mantiene inalterate le proprie caratteristiche anche dopo anni di esposizione all'esterno.",,,taxable,,1,,1,0,0,145,120,35,30,0,,,495,"Arredamento da Esterno > Vasche e fioriere, Arredamento da Esterno","fioriera, granito, giardino, fiori, giardinaggio, vasca, vaschetta",,https://mondopietra.it/wp-content/uploads/2026/06/a88ab44e-1ef1-4aa7-8a06-9a8cb1133670.png,,,,,,,https://www.subito.it/giardino-fai-da-te/fioriere-in-granito-naturale-massello-lodi-648983119.htm,,0,
,external,613362205-A,,Antica mangiatoia in arenaria 183 cm,1,0,visible,"Antica mangiatoia / abbeveratoio scolpita a mano. Pezzo d'epoca rurale con fori originali per legare gli animali. <br> Perfetta come fioriera, fontana o dissuasore in cortili, giardini e agriturismi.","La superficie conserva splendidi segni di lavorazione manuale e una patina naturale acquisita negli anni. Ideale come elemento decorativo per giardini, cortili, agriturismi, casali o come grande fioriera/fontana di pregio.",,,taxable,,1,,1,0,0,450,183,58,38,0,,,1480,"Arredamento da Esterno > Vasche e fioriere, Arredamento da Esterno","fioriera, granito, giardino, fiori, giardinaggio, vasca, vaschetta, mangiatoia, albi, abbeveratoio, cascina",,https://mondopietra.it/wp-content/uploads/2026/06/abf64b8c-28f8-45fb-aa3a-388e4e5a855e.png,,,,,,,https://www.subito.it/giardino-fai-da-te/antiche-vasche-mangiatoie-abbeveratoi-di-pietra-lodi-613362205.htm,,0,
,external,613362205-B,,Antica mangiatoia in arenaria 216 cm,1,0,visible,"Antica mangiatoia / abbeveratoio scolpita a mano. Pezzo d'epoca rurale con fori originali per legare gli animali. <br> Perfetta come fioriera, fontana o dissuasore in cortili, giardini e agriturismi.","La superficie conserva splendidi segni di lavorazione manuale e una patina naturale acquisita negli anni. Ideale come elemento decorativo per giardini, cortili, agriturismi, casali o come grande fioriera/fontana di pregio.",,,taxable,,1,,1,0,0,1050,216,67,38,0,,,1980,"Arredamento da Esterno > Vasche e fioriere, Arredamento da Esterno","fioriera, granito, giardino, fiori, giardinaggio, vasca, vaschetta, mangiatoia, albi, abbeveratoio, cascina",,https://mondopietra.it/wp-content/uploads/2026/06/5d1da56f-a1c6-45a7-9417-7d1180b7169e.png,,,,,,,https://www.subito.it/giardino-fai-da-te/antiche-vasche-mangiatoie-abbeveratoi-di-pietra-lodi-613362205.htm,,0,
